"Date","Code_Site.x","Placette","sp_category","sp","cov_category","coverage","height_category","height","cov_0_50_category","coverage_0_50","cov_50_100_category","coverage_50_100","cov_100_200_category","coverage_100_200","height_0_50_category","height_0_50","height_50_100_category","height_50_100","height_100_200_category","height_100_200"
2016-04-27,"D13S1",1,"esp1_arbustif","Chene kermes","taux_esp1_arbustif","40",NA,NA,"taux_0_50_esp1_arbustif","90","taux_50_100_esp1_arbustif","10","taux_100_200_esp1_arbustif","0","ht_toit_0_50_esp1_arbustif","30","ht_toit_50_100_esp1_arbustif",NA,"ht_toit_100_200_esp1_arbustif",NA
2016-04-27,"D13S1",1,"esp2_arbustif","Chene vert","taux_esp2_arbustif","35",NA,NA,"taux_0_50_esp2_arbustif","50","taux_50_100_esp2_arbustif","40","taux_100_200_esp2_arbustif","10","ht_toit_0_50_esp2_arbustif",NA,"ht_toit_50_100_esp2_arbustif",NA,"ht_toit_100_200_esp2_arbustif",NA
2016-04-27,"D13S1",1,"esp3_arbustif",NA,"taux_esp3_arbustif",NA,NA,NA,"taux_0_50_esp3_arbustif",NA,"taux_50_100_esp3_arbustif",NA,"taux_100_200_esp3_arbustif",NA,"ht_toit_0_50_esp3_arbustif",NA,"ht_toit_50_100_esp3_arbustif",NA,"ht_toit_100_200_esp3_arbustif",NA
2016-04-27,"D13S1",1,"esp_hyd_arbustif","Romarin","taux_esp_hyd_arbustif","2",NA,NA,"taux_0_50_esp_hyd_arbustif","100","taux_50_100_esp_hyd_arbustif","0","taux_100_200_esp_hyd_arbustif","0","ht_toit_0_50_esp_hyd_arbustif",NA,"ht_toit_50_100_esp_hyd_arbustif",NA,"ht_toit_100_200_esp_hyd_arbustif",NA
2016-04-27,"D13S1",1,"esp1_arbustif","Chene kermes","taux_esp1_arbustif","55",NA,NA,"taux_0_50_esp1_arbustif","0","taux_50_100_esp1_arbustif","100","taux_100_200_esp1_arbustif","0","ht_toit_0_50_esp1_arbustif",NA,"ht_toit_50_100_esp1_arbustif","100","ht_toit_100_200_esp1_arbustif",NA
2016-04-27,"D13S1",1,"esp2_arbustif","Chene vert","taux_esp2_arbustif","30",NA,NA,"taux_0_50_esp2_arbustif","0","taux_50_100_esp2_arbustif","0","taux_100_200_esp2_arbustif","100","ht_toit_0_50_esp2_arbustif",NA,"ht_toit_50_100_esp2_arbustif",NA,"ht_toit_100_200_esp2_arbustif","200"
2016-04-27,"D13S1",1,"esp3_arbustif",NA,"taux_esp3_arbustif",NA,NA,NA,"taux_0_50_esp3_arbustif",NA,"taux_50_100_esp3_arbustif",NA,"taux_100_200_esp3_arbustif",NA,"ht_toit_0_50_esp3_arbustif",NA,"ht_toit_50_100_esp3_arbustif",NA,"ht_toit_100_200_esp3_arbustif",NA
2016-04-27,"D13S1",1,"esp_hyd_arbustif","Romarin","taux_esp_hyd_arbustif","2",NA,NA,"taux_0_50_esp_hyd_arbustif","0","taux_50_100_esp_hyd_arbustif","100","taux_100_200_esp_hyd_arbustif","0","ht_toit_0_50_esp_hyd_arbustif",NA,"ht_toit_50_100_esp_hyd_arbustif",NA,"ht_toit_100_200_esp_hyd_arbustif",NA
2016-04-03,"D13S2",1,"esp1_arbore",NA,"taux_esp1_arbore",NA,"ht_toit_esp1_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-03,"D13S2",1,"esp2_arbore",NA,"taux_esp2_arbore",NA,"ht_toit_esp2_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-03,"D13S2",1,"esp3_arbore",NA,"taux_esp3_arbore",NA,"ht_toit_esp3_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-03,"D13S2",1,"esp1_arbustif","Chene kermes","taux_esp1_arbustif","70",NA,NA,"taux_0_50_esp1_arbustif","0","taux_50_100_esp1_arbustif","100","taux_100_200_esp1_arbustif","0","ht_toit_0_50_esp1_arbustif",NA,"ht_toit_50_100_esp1_arbustif","70","ht_toit_100_200_esp1_arbustif",NA
2016-04-03,"D13S2",1,"esp2_arbustif","Romarin","taux_esp2_arbustif","25",NA,NA,"taux_0_50_esp2_arbustif","0","taux_50_100_esp2_arbustif","5","taux_100_200_esp2_arbustif","95","ht_toit_0_50_esp2_arbustif",NA,"ht_toit_50_100_esp2_arbustif",NA,"ht_toit_100_200_esp2_arbustif","120"
2016-04-03,"D13S2",1,"esp3_arbustif",NA,"taux_esp3_arbustif",NA,NA,NA,"taux_0_50_esp3_arbustif",NA,"taux_50_100_esp3_arbustif",NA,"taux_100_200_esp3_arbustif",NA,"ht_toit_0_50_esp3_arbustif",NA,"ht_toit_50_100_esp3_arbustif",NA,"ht_toit_100_200_esp3_arbustif",NA
2016-04-03,"D13S2",1,"esp_hyd_arbustif",NA,"taux_esp_hyd_arbustif",NA,NA,NA,"taux_0_50_esp_hyd_arbustif",NA,"taux_50_100_esp_hyd_arbustif",NA,"taux_100_200_esp_hyd_arbustif",NA,"ht_toit_0_50_esp_hyd_arbustif",NA,"ht_toit_50_100_esp_hyd_arbustif",NA,"ht_toit_100_200_esp_hyd_arbustif",NA
2016-04-04,"D26S1",1,"esp1_arbore","Pin d'Alep","taux_esp1_arbore","15","ht_toit_esp1_arbore","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-04,"D26S1",1,"esp2_arbore","Chene blanc","taux_esp2_arbore","5","ht_toit_esp2_arbore","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-04,"D26S1",1,"esp3_arbore",NA,"taux_esp3_arbore",NA,"ht_toit_esp3_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-04,"D26S1",1,"esp1_arbustif","Genet scorpion","taux_esp1_arbustif","40",NA,NA,"taux_0_50_esp1_arbustif","10","taux_50_100_esp1_arbustif","90","taux_100_200_esp1_arbustif","0","ht_toit_0_50_esp1_arbustif","40","ht_toit_50_100_esp1_arbustif","80","ht_toit_100_200_esp1_arbustif",NA
2016-04-04,"D26S1",1,"esp2_arbustif",NA,"taux_esp2_arbustif",NA,NA,NA,"taux_0_50_esp2_arbustif",NA,"taux_50_100_esp2_arbustif",NA,"taux_100_200_esp2_arbustif",NA,"ht_toit_0_50_esp2_arbustif",NA,"ht_toit_50_100_esp2_arbustif",NA,"ht_toit_100_200_esp2_arbustif",NA
2016-04-04,"D26S1",1,"esp3_arbustif",NA,"taux_esp3_arbustif",NA,NA,NA,"taux_0_50_esp3_arbustif",NA,"taux_50_100_esp3_arbustif",NA,"taux_100_200_esp3_arbustif",NA,"ht_toit_0_50_esp3_arbustif",NA,"ht_toit_50_100_esp3_arbustif",NA,"ht_toit_100_200_esp3_arbustif",NA
2016-04-04,"D26S1",1,"esp_hyd_arbustif","Chene blanc","taux_esp_hyd_arbustif","1",NA,NA,"taux_0_50_esp_hyd_arbustif",NA,"taux_50_100_esp_hyd_arbustif",NA,"taux_100_200_esp_hyd_arbustif",NA,"ht_toit_0_50_esp_hyd_arbustif",NA,"ht_toit_50_100_esp_hyd_arbustif",NA,"ht_toit_100_200_esp_hyd_arbustif",NA
2017-05-19,"D2AS1",1,"esp1_arbore",NA,"taux_esp1_arbore",NA,"ht_toit_esp1_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-19,"D2AS1",1,"esp2_arbore",NA,"taux_esp2_arbore",NA,"ht_toit_esp2_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-19,"D2AS1",1,"esp3_arbore",NA,"taux_esp3_arbore",NA,"ht_toit_esp3_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-19,"D2AS1",1,"esp1_arbustif","Arbousier","taux_esp1_arbustif","25",NA,NA,"taux_0_50_esp1_arbustif","0","taux_50_100_esp1_arbustif","0","taux_100_200_esp1_arbustif","100","ht_toit_0_50_esp1_arbustif",NA,"ht_toit_50_100_esp1_arbustif",NA,"ht_toit_100_200_esp1_arbustif","170"
2017-05-19,"D2AS1",1,"esp2_arbustif","Ciste de Montpellier","taux_esp2_arbustif","20",NA,NA,"taux_0_50_esp2_arbustif","0","taux_50_100_esp2_arbustif","50","taux_100_200_esp2_arbustif","50","ht_toit_0_50_esp2_arbustif",NA,"ht_toit_50_100_esp2_arbustif","80","ht_toit_100_200_esp2_arbustif","120"
2017-05-19,"D2AS1",1,"esp3_arbustif","Lentisque","taux_esp3_arbustif","15",NA,NA,"taux_0_50_esp3_arbustif",NA,"taux_50_100_esp3_arbustif",NA,"taux_100_200_esp3_arbustif",NA,"ht_toit_0_50_esp3_arbustif",NA,"ht_toit_50_100_esp3_arbustif",NA,"ht_toit_100_200_esp3_arbustif",NA
2017-05-19,"D2AS1",1,"esp_hyd_arbustif","Bruyere arborescente","taux_esp_hyd_arbustif","10",NA,NA,"taux_0_50_esp_hyd_arbustif","0","taux_50_100_esp_hyd_arbustif","0","taux_100_200_esp_hyd_arbustif","100","ht_toit_0_50_esp_hyd_arbustif",NA,"ht_toit_50_100_esp_hyd_arbustif",NA,"ht_toit_100_200_esp_hyd_arbustif","130"
2017-05-18,"D2AS2",1,"esp1_arbore",NA,"taux_esp1_arbore",NA,"ht_toit_esp1_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-18,"D2AS2",1,"esp2_arbore",NA,"taux_esp2_arbore",NA,"ht_toit_esp2_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-18,"D2AS2",1,"esp3_arbore",NA,"taux_esp3_arbore",NA,"ht_toit_esp3_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-18,"D2AS2",1,"esp1_arbustif","Bruyere arborescente","taux_esp1_arbustif","35",NA,NA,"taux_0_50_esp1_arbustif","0","taux_50_100_esp1_arbustif","0","taux_100_200_esp1_arbustif","100","ht_toit_0_50_esp1_arbustif",NA,"ht_toit_50_100_esp1_arbustif",NA,"ht_toit_100_200_esp1_arbustif","125"
2017-05-18,"D2AS2",1,"esp2_arbustif","Ciste a feuilles de sauge","taux_esp2_arbustif","25",NA,NA,"taux_0_50_esp2_arbustif","0","taux_50_100_esp2_arbustif","100","taux_100_200_esp2_arbustif","0","ht_toit_0_50_esp2_arbustif",NA,"ht_toit_50_100_esp2_arbustif","70","ht_toit_100_200_esp2_arbustif",NA
2017-05-18,"D2AS2",1,"esp3_arbustif","Arbousier","taux_esp3_arbustif","15",NA,NA,"taux_0_50_esp3_arbustif","0","taux_50_100_esp3_arbustif","0","taux_100_200_esp3_arbustif","100","ht_toit_0_50_esp3_arbustif",NA,"ht_toit_50_100_esp3_arbustif",NA,"ht_toit_100_200_esp3_arbustif","145"
2017-05-18,"D2AS2",1,"esp_hyd_arbustif",NA,"taux_esp_hyd_arbustif",NA,NA,NA,"taux_0_50_esp_hyd_arbustif",NA,"taux_50_100_esp_hyd_arbustif",NA,"taux_100_200_esp_hyd_arbustif",NA,"ht_toit_0_50_esp_hyd_arbustif",NA,"ht_toit_50_100_esp_hyd_arbustif",NA,"ht_toit_100_200_esp_hyd_arbustif",NA
2017-05-17,"D2AS3",1,"esp1_arbore","Arbousier","taux_esp1_arbore","15 dont 3 mort","ht_toit_esp1_arbore","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-17,"D2AS3",1,"esp2_arbore","Bruyere arborescente dont 1 mort","taux_esp2_arbore","7","ht_toit_esp2_arbore","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-17,"D2AS3",1,"esp3_arbore","Filaire a feuilles etroites","taux_esp3_arbore","7","ht_toit_esp3_arbore","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-17,"D2AS3",1,"esp1_arbustif","Bruyere arborescente","taux_esp1_arbustif","25",NA,NA,"taux_0_50_esp1_arbustif","0","taux_50_100_esp1_arbustif","0","taux_100_200_esp1_arbustif","100","ht_toit_0_50_esp1_arbustif",NA,"ht_toit_50_100_esp1_arbustif",NA,"ht_toit_100_200_esp1_arbustif","180"
2017-05-17,"D2AS3",1,"esp2_arbustif","Filaire a feuilles etroites","taux_esp2_arbustif","25",NA,NA,"taux_0_50_esp2_arbustif","0","taux_50_100_esp2_arbustif","0","taux_100_200_esp2_arbustif","100","ht_toit_0_50_esp2_arbustif",NA,"ht_toit_50_100_esp2_arbustif",NA,"ht_toit_100_200_esp2_arbustif","170"
2017-05-17,"D2AS3",1,"esp3_arbustif","Lavande stéchade","taux_esp3_arbustif","8",NA,NA,"taux_0_50_esp3_arbustif",NA,"taux_50_100_esp3_arbustif",NA,"taux_100_200_esp3_arbustif",NA,"ht_toit_0_50_esp3_arbustif",NA,"ht_toit_50_100_esp3_arbustif",NA,"ht_toit_100_200_esp3_arbustif",NA
2017-05-17,"D2AS3",1,"esp_hyd_arbustif","Ciste de Montpellier","taux_esp_hyd_arbustif","7",NA,NA,"taux_0_50_esp_hyd_arbustif","0","taux_50_100_esp_hyd_arbustif","80","taux_100_200_esp_hyd_arbustif","20","ht_toit_0_50_esp_hyd_arbustif",NA,"ht_toit_50_100_esp_hyd_arbustif","85","ht_toit_100_200_esp_hyd_arbustif","140"
2017-05-16,"D2BS2",1,"esp1_arbore","Chene vert","taux_esp1_arbore","100","ht_toit_esp1_arbore","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"D2BS2",1,"esp2_arbore",NA,"taux_esp2_arbore",NA,"ht_toit_esp2_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"D2BS2",1,"esp3_arbore",NA,"taux_esp3_arbore",NA,"ht_toit_esp3_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-16,"D2BS2",1,"esp1_arbustif","Ciste de Montpellier","taux_esp1_arbustif","45",NA,NA,"taux_0_50_esp1_arbustif","20","taux_50_100_esp1_arbustif","80","taux_100_200_esp1_arbustif","0","ht_toit_0_50_esp1_arbustif","40","ht_toit_50_100_esp1_arbustif","80","ht_toit_100_200_esp1_arbustif",NA
2017-05-16,"D2BS2",1,"esp2_arbustif","Bruyere arborescente","taux_esp2_arbustif","10",NA,NA,"taux_0_50_esp2_arbustif","0","taux_50_100_esp2_arbustif","50","taux_100_200_esp2_arbustif","50","ht_toit_0_50_esp2_arbustif",NA,"ht_toit_50_100_esp2_arbustif","80","ht_toit_100_200_esp2_arbustif","200"
2017-05-16,"D2BS2",1,"esp3_arbustif","Lavande stéchade","taux_esp3_arbustif","10",NA,NA,"taux_0_50_esp3_arbustif","100","taux_50_100_esp3_arbustif","0","taux_100_200_esp3_arbustif","0","ht_toit_0_50_esp3_arbustif","40","ht_toit_50_100_esp3_arbustif",NA,"ht_toit_100_200_esp3_arbustif",NA
2017-05-16,"D2BS2",1,"esp_hyd_arbustif",NA,"taux_esp_hyd_arbustif",NA,NA,NA,"taux_0_50_esp_hyd_arbustif",NA,"taux_50_100_esp_hyd_arbustif",NA,"taux_100_200_esp_hyd_arbustif",NA,"ht_toit_0_50_esp_hyd_arbustif",NA,"ht_toit_50_100_esp_hyd_arbustif",NA,"ht_toit_100_200_esp_hyd_arbustif",NA
2017-05-15,"D2BS3",1,"esp1_arbore","Arbousier","taux_esp1_arbore","5","ht_toit_esp1_arbore","280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"D2BS3",1,"esp2_arbore","Bruyere arborescente","taux_esp2_arbore","5","ht_toit_esp2_arbore","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"D2BS3",1,"esp3_arbore",NA,"taux_esp3_arbore",NA,"ht_toit_esp3_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-15,"D2BS3",1,"esp1_arbustif","Ciste de Crête","taux_esp1_arbustif","15",NA,NA,"taux_0_50_esp1_arbustif","0","taux_50_100_esp1_arbustif","100","taux_100_200_esp1_arbustif","0","ht_toit_0_50_esp1_arbustif",NA,"ht_toit_50_100_esp1_arbustif","80","ht_toit_100_200_esp1_arbustif",NA
2017-05-15,"D2BS3",1,"esp2_arbustif","Ciste de Montpellier","taux_esp2_arbustif","10",NA,NA,"taux_0_50_esp2_arbustif","0","taux_50_100_esp2_arbustif","100","taux_100_200_esp2_arbustif","0","ht_toit_0_50_esp2_arbustif",NA,"ht_toit_50_100_esp2_arbustif","70","ht_toit_100_200_esp2_arbustif",NA
2017-05-15,"D2BS3",1,"esp3_arbustif","Bruyere arborescente","taux_esp3_arbustif","10",NA,NA,"taux_0_50_esp3_arbustif","0","taux_50_100_esp3_arbustif","0","taux_100_200_esp3_arbustif","100","ht_toit_0_50_esp3_arbustif",NA,"ht_toit_50_100_esp3_arbustif",NA,"ht_toit_100_200_esp3_arbustif","160"
2017-05-15,"D2BS3",1,"esp_hyd_arbustif",NA,"taux_esp_hyd_arbustif",NA,NA,NA,"taux_0_50_esp_hyd_arbustif",NA,"taux_50_100_esp_hyd_arbustif",NA,"taux_100_200_esp_hyd_arbustif",NA,"ht_toit_0_50_esp_hyd_arbustif",NA,"ht_toit_50_100_esp_hyd_arbustif",NA,"ht_toit_100_200_esp_hyd_arbustif",NA
2016-07-25,"D30S1",1,"esp1_arbore","Pin maritime","taux_esp1_arbore","70","ht_toit_esp1_arbore","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-25,"D30S1",1,"esp2_arbore",NA,"taux_esp2_arbore",NA,"ht_toit_esp2_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-25,"D30S1",1,"esp3_arbore",NA,"taux_esp3_arbore",NA,"ht_toit_esp3_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-25,"D30S1",1,"esp1_arbustif","Bruyere à balai","taux_esp1_arbustif","45",NA,NA,"taux_0_50_esp1_arbustif","0","taux_50_100_esp1_arbustif","70","taux_100_200_esp1_arbustif","30","ht_toit_0_50_esp1_arbustif",NA,"ht_toit_50_100_esp1_arbustif","80","ht_toit_100_200_esp1_arbustif","120"
2016-07-25,"D30S1",1,"esp2_arbustif","Bruyere cendree","taux_esp2_arbustif","15",NA,NA,"taux_0_50_esp2_arbustif","90","taux_50_100_esp2_arbustif","10","taux_100_200_esp2_arbustif","0","ht_toit_0_50_esp2_arbustif","40","ht_toit_50_100_esp2_arbustif","60","ht_toit_100_200_esp2_arbustif",NA
2016-07-25,"D30S1",1,"esp3_arbustif","Bruyere arborescente","taux_esp3_arbustif","10",NA,NA,"taux_0_50_esp3_arbustif","0","taux_50_100_esp3_arbustif","0","taux_100_200_esp3_arbustif","90","ht_toit_0_50_esp3_arbustif",NA,"ht_toit_50_100_esp3_arbustif",NA,"ht_toit_100_200_esp3_arbustif","200"
2016-07-25,"D30S1",1,"esp_hyd_arbustif",NA,"taux_esp_hyd_arbustif",NA,NA,NA,"taux_0_50_esp_hyd_arbustif",NA,"taux_50_100_esp_hyd_arbustif",NA,"taux_100_200_esp_hyd_arbustif",NA,"ht_toit_0_50_esp_hyd_arbustif",NA,"ht_toit_50_100_esp_hyd_arbustif",NA,"ht_toit_100_200_esp_hyd_arbustif",NA
2016-07-26,"D30S2",1,"esp1_arbore","Chene vert","taux_esp1_arbore","30","ht_toit_esp1_arbore","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-26,"D30S2",1,"esp2_arbore","Pin d'alep","taux_esp2_arbore","20","ht_toit_esp2_arbore","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-26,"D30S2",1,"esp3_arbore",NA,"taux_esp3_arbore",NA,"ht_toit_esp3_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-26,"D30S2",1,"esp1_arbustif","Chene kermes","taux_esp1_arbustif","20",NA,NA,"taux_0_50_esp1_arbustif","70","taux_50_100_esp1_arbustif","30","taux_100_200_esp1_arbustif","0","ht_toit_0_50_esp1_arbustif","30","ht_toit_50_100_esp1_arbustif","70","ht_toit_100_200_esp1_arbustif",NA
2016-07-26,"D30S2",1,"esp2_arbustif","Ciste cotonneux","taux_esp2_arbustif","15",NA,NA,"taux_0_50_esp2_arbustif","0","taux_50_100_esp2_arbustif","100","taux_100_200_esp2_arbustif","0","ht_toit_0_50_esp2_arbustif",NA,"ht_toit_50_100_esp2_arbustif","70","ht_toit_100_200_esp2_arbustif",NA
2016-07-26,"D30S2",1,"esp3_arbustif","Buis","taux_esp3_arbustif","10",NA,NA,"taux_0_50_esp3_arbustif","0","taux_50_100_esp3_arbustif","100","taux_100_200_esp3_arbustif","0","ht_toit_0_50_esp3_arbustif",NA,"ht_toit_50_100_esp3_arbustif","90","ht_toit_100_200_esp3_arbustif",NA
2016-07-26,"D30S2",1,"esp_hyd_arbustif","Chene vert","taux_esp_hyd_arbustif","30",NA,NA,"taux_0_50_esp_hyd_arbustif",NA,"taux_50_100_esp_hyd_arbustif",NA,"taux_100_200_esp_hyd_arbustif",NA,"ht_toit_0_50_esp_hyd_arbustif",NA,"ht_toit_50_100_esp_hyd_arbustif",NA,"ht_toit_100_200_esp_hyd_arbustif",NA
2016-06-06,"D34S1",1,"esp1_arbore",NA,"taux_esp1_arbore",NA,"ht_toit_esp1_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,"D34S1",1,"esp2_arbore",NA,"taux_esp2_arbore",NA,"ht_toit_esp2_arbore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
